Emp id,Emp name,Gender,Fav website,Qualification,Experience,Ctc (in lakhs),Salary per month (in lakhs),Joining date,Department,Marital status,Living status,Father's name,Birth date,Nature
475.0,"Becker, Miss. Ruth Elizabeth",female, facebook,b.tech,3.0,25.0,208333.33333333328,2010-11-23,head,um,own house,"Ware, Mrs. John James (Florence Louise Long)",1979-03-23,bad
163.0,"Rosenshine, Mr. George (Mr George Thorne"")""",male, linkedin,bba,10.0,19.0,158333.3333333333,2010-11-24,worker,um,official,"Strilic, Mr. Ivan",1979-03-24,normal
416.0,"Clarke, Mr. Charles Valentine",male, twitter.com,ba,11.0,22.0,183333.33333333328,2010-11-25,worker,m,rented,"Harder, Mrs. George Achilles (Dorothy Annan)",1979-03-25,funny
73.0,"Enander, Mr. Ingvar",male, facebook.com,ma,18.0,5.0,41666.66666666667,2010-11-26,senior level,um,own house,"Sage, Mrs. John (Annie Bullen)",1979-03-26,aggressive
131.0,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female, facebook,phd,7.0,15.0,125000.0,2010-11-27,it,um,official,"Caram, Mr. Joseph",1979-03-27,good
167.0,"Dulles, Mr. William Crothers",male,twitter,10th,3.0,15.0,125000.0,2010-11-28,marketing,um,rented,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",1979-03-28,bad
250.0,"Thomas, Mr. Tannous",male, linkedin,12th,6.0,9.0,75000.0,2010-11-29,it,d,own house,"Gibson, Mrs. Leonard (Pauline C Boeson)",1979-03-29,normal
104.0,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",female, twitter.com,uneducated,6.0,3.0,25000.0,2010-11-30,it,m,official,"Pallas y Castello, Mr. Emilio",1979-03-30,funny
200.0,"Cor, Mr. Ivan",male, facebook.com,m.tech,11.0,14.0,116666.66666666669,2010-12-01,marketing,um,rented,"Giles, Mr. Edgar",1979-03-31,aggressive
456.0,"Maguire, Mr. John Edward",male, instagram,be,20.0,16.0,133333.3333333333,2010-12-02,accounts,m,own house,"Wilson, Miss. Helen Alice",1979-04-01,good
9.0,"de Brito, Mr. Jose Joaquim",male, facebook,me,16.0,14.0,116666.66666666669,2010-12-03,hr,um,official,"Ismay, Mr. Joseph Bruce",1979-04-02,bad
61.0,"Elias, Mr. Joseph",male,twitter,iit delhi,11.0,16.0,133333.3333333333,2010-12-04,head,um,rented,"Harbeck, Mr. William H",1979-04-03,normal
271.0,"Denbury, Mr. Herbert",male, linkedin,iit mumbai,20.0,22.0,183333.33333333328,2010-12-05,worker,m,own house,"Dodge, Mrs. Washington (Ruth Vidaver)",1979-04-04,funny
51.0,"Betros, Master. Seman",male, twitter.com hello I love to use twitter and facebook this is my passion,iit roorkee,21.0,20.0,166666.6666666667,2010-12-06,worker,m,official,"Bowen, Miss. Grace Scott",1979-04-05,aggressive
304.0,"Fillbrook, Mr. Joseph Charles",male, twitter.com,mca,17.0,3.0,25000.0,2010-12-07,senior level,um,rented,"Kink, Miss. Maria",1979-04-06,good
231.0,"Lundstrom, Mr. Thure Edvin",male, facebook.com,mba,13.0,2.0,16666.666666666664,2010-12-08,it,um,own house,"Cotterill, Mr. Henry Harry""""",1979-04-07,bad
455.0,"Sage, Mr. John George",male, instagram,bca,17.0,11.0,91666.66666666666,2010-12-09,marketing,m,official,"Hipkins, Mr. William Edward",1979-04-08,normal
198.0,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female, facebook,b.tech,3.0,15.0,125000.0,2010-12-10,it,um,rented,"Asplund, Master. Carl Edgar",1979-04-09,funny
103.0,"van Billiard, Master. James William",male,twitter,bba,14.0,6.0,50000.0,2010-12-11,it,um,rented,"O'Connor, Mr. Patrick",1979-04-10,aggressive
339.0,"Abelseth, Miss. Karen Marie",female, linkedin,ba,1.0,21.0,175000.0,2010-12-12,marketing,um,own house,"Foley, Mr. Joseph",1979-04-11,good
48.0,"Botsford, Mr. William Hull",male, twitter.com,ma,9.0,19.0,158333.3333333333,2010-12-13,accounts,d,official,"Risien, Mrs. Samuel (Emma)",1979-04-12,bad
164.0,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female, facebook.com,phd,8.0,2.0,16666.666666666664,2010-12-14,hr,m,rented,"McNamee, Mrs. Neal (Eileen O'Leary)",1979-04-13,normal
112.0,"Giles, Mr. Ralph",male, instagram,10th,24.0,14.0,116666.66666666669,2010-12-15,head,um,own house,"Wheeler, Mr. Edwin Frederick""""",1979-04-14,funny
288.0,"Walcroft, Miss. Nellie",female, facebook,12th,12.0,6.0,50000.0,2010-12-16,worker,m,official,"Herman, Miss. Kate",1979-04-15,aggressive
315.0,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,twitter,uneducated,24.0,8.0,66666.66666666666,2010-12-17,worker,um,rented,"Aronsson, Mr. Ernst Axel Algot",1979-04-16,good
464.0,"Stokes, Mr. Philip Joseph",male, twitter.com,m.tech,24.0,10.0,83333.33333333334,2010-12-18,senior level,um,own house,"Ashby, Mr. John",1979-04-17,bad
68.0,"Dibden, Mr. William",male, facebook.com,be,15.0,7.0,58333.33333333334,2010-12-19,it,m,official,"Canavan, Mr. Patrick",1979-04-18,normal
116.0,"Herman, Mr. Samuel",male, instagram,me,11.0,2.0,16666.666666666664,2010-12-20,marketing,um,rented,"Palsson, Master. Paul Folke",1979-04-19,funny
263.0,"Dean, Miss. Elizabeth Gladys Millvina""""",female, facebook,iit delhi,22.0,8.0,66666.66666666666,2010-12-21,it,um,own house,"Payne, Mr. Vivian Ponsonby",1979-04-20,aggressive
358.0,"Julian, Mr. Henry Forbes",male,twitter,iit mumbai,19.0,13.0,108333.33333333331,2010-12-22,it,um,official,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",1979-04-21,good
382.0,"Brown, Mrs. John Murray (Caroline Lane Lamson)",female, twitter.com hello I love to use twitter and facebook this is my passion,iit roorkee,7.0,9.0,75000.0,2010-12-23,marketing,d,rented,"Abbott, Master. Eugene Joseph",1979-04-22,bad
62.0,"Lockyer, Mr. Edward",male, facebook,mca,20.0,23.0,191666.66666666672,2010-12-24,accounts,m,own house,"Gilbert, Mr. William",1979-04-23,normal
231.0,"O'Keefe, Mr. Patrick",male,twitter,mba,14.0,4.0,33333.33333333333,2010-12-25,hr,um,official,"Kink-Heilmann, Mr. Anton",1979-04-24,funny
392.0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female, linkedin,bca,13.0,16.0,133333.3333333333,2010-12-26,head,m,rented,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",1979-04-25,aggressive
450.0,"Sage, Master. William Henry",male, twitter.com hello I love to use twitter and facebook this is my passion,b.tech,5.0,11.0,91666.66666666666,2010-12-27,worker,m,own house,"Colbert, Mr. Patrick",1979-04-26,good
99.0,"Mallet, Mrs. Albert (Antoinette Magnin)",female, twitter.com,bba,6.0,13.0,108333.33333333331,2010-12-28,worker,um,official,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",1979-04-27,bad
166.0,"Ware, Mrs. John James (Florence Louise Long)",female, facebook.com,ba,0.0,24.0,200000.0,2010-12-29,senior level,um,rented,"Larsson-Rondberg, Mr. Edvard A",1979-04-28,normal
70.0,"Strilic, Mr. Ivan",male, instagram,ma,23.0,12.0,100000.0,2010-12-30,it,m,own house,"Conlon, Mr. Thomas Henry",1979-04-29,funny
121.0,"Harder, Mrs. George Achilles (Dorothy Annan)",female, facebook,phd,16.0,3.0,25000.0,2010-12-31,marketing,um,official,"Bonnell, Miss. Caroline",1979-04-30,aggressive
375.0,"Sage, Mrs. John (Annie Bullen)",female,twitter,10th,19.0,6.0,50000.0,2011-01-01,it,um,rented,"Gale, Mr. Harry",1979-05-01,good
45.0,"Caram, Mr. Joseph",male, linkedin,12th,15.0,9.0,75000.0,2011-01-02,it,um,own house,"Gibson, Miss. Dorothy Winifred",1979-05-02,bad
214.0,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",female, twitter.com,uneducated,24.0,7.0,58333.33333333334,2011-01-03,marketing,d,official,"Carrau, Mr. Jose Pedro",1979-05-03,normal
286.0,"Gibson, Mrs. Leonard (Pauline C Boeson)",female, facebook.com,m.tech,24.0,3.0,25000.0,2011-01-04,accounts,m,rented,"Frauenthal, Mr. Isaac Gerald",1979-05-04,funny
125.0,"Pallas y Castello, Mr. Emilio",male, instagram,be,25.0,10.0,83333.33333333334,2011-01-05,hr,um,own house,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1979-05-05,aggressive
210.0,"Giles, Mr. Edgar",male, facebook,me,25.0,14.0,116666.66666666669,2011-01-06,head,m,official,"Ware, Mr. William Jeffery",1979-05-06,good
175.0,"Wilson, Miss. Helen Alice",female,twitter,iit delhi,19.0,5.0,41666.66666666667,2011-01-07,worker,um,rented,"Widener, Mr. George Dunton",1979-05-07,bad
33.0,"Ismay, Mr. Joseph Bruce",male, linkedin,iit mumbai,8.0,10.0,83333.33333333334,2011-01-08,worker,um,own house,"Riordan, Miss. Johanna Hannah""""",1979-05-08,normal
456.0,"Harbeck, Mr. William H",male, twitter.com,iit roorkee,4.0,24.0,200000.0,2011-01-09,senior level,m,official,"Peacock, Miss. Treasteall",1979-05-09,funny
149.0,"Dodge, Mrs. Washington (Ruth Vidaver)",female, facebook.com,mca,1.0,11.0,91666.66666666666,2011-01-10,it,um,rented,"Naughton, Miss. Hannah",1979-05-10,aggressive
175.0,"Bowen, Miss. Grace Scott",female, instagram,mba,22.0,12.0,100000.0,2011-01-11,marketing,um,own house,"Minahan, Mrs. William Edward (Lillian E Thorpe)",1979-05-11,good
70.0,"Kink, Miss. Maria",female, facebook,bca,16.0,13.0,108333.33333333331,2011-01-12,it,um,official,"Henriksson, Miss. Jenny Lovisa",1979-05-12,bad
246.0,"Cotterill, Mr. Henry Harry""""",male,twitter,b.tech,14.0,17.0,141666.6666666667,2011-01-13,it,d,rented,"Spector, Mr. Woolf",1979-05-13,normal
155.0,"Hipkins, Mr. William Edward",male, linkedin,bba,25.0,11.0,91666.66666666666,2011-01-14,marketing,m,own house,"Oliva y Ocana, Dona. Fermina",1979-05-14,funny
398.0,"Asplund, Master. Carl Edgar",male, twitter.com hello I love to use twitter and facebook this is my passion,ba,1.0,16.0,133333.3333333333,2011-01-15,accounts,um,official,"Saether, Mr. Simon Sivertsen",1979-05-15,aggressive
215.0,"O'Connor, Mr. Patrick",male, twitter.com,ma,13.0,21.0,175000.0,2011-01-16,hr,um,rented,"Ware, Mr. Frederick",1979-05-16,good
77.0,"Foley, Mr. Joseph",male, facebook.com,phd,10.0,17.0,141666.6666666667,2011-01-17,head,m,own house,"Peter, Master. Michael J",1979-05-17,bad
343.0,"Risien, Mrs. Samuel (Emma)",female, instagram,10th,0.0,22.0,183333.33333333328,2011-01-18,worker,um,official,"Clarke, Mr. Charles Valentine",1979-05-18,normal
188.0,"McNamee, Mrs. Neal (Eileen O'Leary)",female, facebook,12th,2.0,25.0,208333.33333333328,2011-01-19,worker,um,rented,"Enander, Mr. Ingvar",1979-05-19,funny
261.0,"Wheeler, Mr. Edwin Frederick""""",male,twitter,uneducated,7.0,12.0,100000.0,2011-01-20,senior level,um,own house,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",1979-05-20,aggressive
245.0,"Herman, Miss. Kate",female, linkedin,m.tech,18.0,19.0,158333.3333333333,2011-01-21,it,d,official,"Dulles, Mr. William Crothers",1979-05-21,good
258.0,"Aronsson, Mr. Ernst Axel Algot",male, twitter.com,be,15.0,23.0,191666.66666666672,2011-01-22,marketing,m,rented,"Thomas, Mr. Tannous",1979-05-22,bad
370.0,"Ashby, Mr. John",male, facebook.com,me,21.0,24.0,200000.0,2011-01-23,it,um,own house,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",1979-05-23,normal
312.0,"Canavan, Mr. Patrick",male, instagram,iit delhi,18.0,12.0,100000.0,2011-01-24,it,m,official,"Cor, Mr. Ivan",1979-05-24,funny
370.0,"Palsson, Master. Paul Folke",male, facebook,iit mumbai,19.0,13.0,108333.33333333331,2011-01-25,marketing,um,rented,"Maguire, Mr. John Edward",1979-05-25,aggressive
210.0,"Payne, Mr. Vivian Ponsonby",male, linkedin,iit roorkee,12.0,15.0,125000.0,2011-01-26,accounts,um,own house,"de Brito, Mr. Jose Joaquim",1979-05-26,good
26.0,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female, twitter.com,mca,25.0,3.0,25000.0,2011-01-27,hr,m,official,"Elias, Mr. Joseph",1979-05-27,bad
61.0,"Abbott, Master. Eugene Joseph",male, facebook.com,mba,23.0,25.0,208333.33333333328,2011-01-28,head,um,rented,"Denbury, Mr. Herbert",1979-05-28,normal
364.0,"Gilbert, Mr. William",male, instagram,bca,22.0,13.0,108333.33333333331,2011-01-29,worker,um,own house,"Betros, Master. Seman",1979-05-29,funny
391.0,"Kink-Heilmann, Mr. Anton",male, facebook,b.tech,7.0,4.0,33333.33333333333,2011-01-30,worker,um,official,"Fillbrook, Mr. Joseph Charles",1979-05-30,aggressive
259.0,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,twitter,bba,25.0,2.0,16666.666666666664,2011-01-31,senior level,d,rented,"Lundstrom, Mr. Thure Edvin",1979-05-31,good
412.0,"Colbert, Mr. Patrick",male, linkedin,ba,2.0,19.0,158333.3333333333,2011-02-01,it,m,own house,"Sage, Mr. John George",1979-06-01,bad
159.0,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female, twitter.com hello I love to use twitter and facebook this is my passion,ma,14.0,4.0,33333.33333333333,2011-02-02,marketing,um,official,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",1979-06-02,normal
338.0,"Larsson-Rondberg, Mr. Edvard A",male, twitter.com,phd,4.0,5.0,41666.66666666667,2011-02-03,it,m,rented,"van Billiard, Master. James William",1979-06-03,funny
296.0,"Conlon, Mr. Thomas Henry",male, facebook.com,10th,2.0,14.0,116666.66666666669,2011-02-04,it,m,own house,"Abelseth, Miss. Karen Marie",1979-06-04,aggressive
89.0,"Bonnell, Miss. Caroline",female, instagram,12th,0.0,22.0,183333.33333333328,2011-02-05,marketing,um,official,"Botsford, Mr. William Hull",1979-06-05,good
355.0,"Gale, Mr. Harry",male, facebook,uneducated,8.0,18.0,150000.0,2011-02-06,accounts,um,rented,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",1979-06-06,bad
121.0,"Gibson, Miss. Dorothy Winifred",female,twitter,m.tech,5.0,14.0,116666.66666666669,2011-02-07,hr,m,own house,"Giles, Mr. Ralph",1979-06-07,normal
249.0,"Carrau, Mr. Jose Pedro",male, linkedin,be,0.0,10.0,83333.33333333334,2011-02-08,head,um,official,"Walcroft, Miss. Nellie",1979-06-08,funny
355.0,"Frauenthal, Mr. Isaac Gerald",male, twitter.com,me,20.0,14.0,116666.66666666669,2011-02-09,worker,um,rented,"Greenfield, Mrs. Leo David (Blanche Strouse)",1979-06-09,aggressive
366.0,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",male, facebook.com,iit delhi,7.0,17.0,141666.6666666667,2011-02-10,worker,um,own house,"Stokes, Mr. Philip Joseph",1979-06-10,good
177.0,"Ware, Mr. William Jeffery",male, instagram,iit mumbai,20.0,9.0,75000.0,2011-02-11,senior level,d,official,"Dibden, Mr. William",1979-06-11,bad
283.0,"Widener, Mr. George Dunton",male, facebook,iit roorkee,16.0,12.0,100000.0,2011-02-12,it,m,rented,"Herman, Mr. Samuel",1979-06-12,normal
188.0,"Riordan, Miss. Johanna Hannah""""",female,twitter,uneducated,6.0,2.0,16666.666666666664,2011-02-13,marketing,um,rented,"Dean, Miss. Elizabeth Gladys Millvina""""",1979-06-13,funny
399.0,"Peacock, Miss. Treasteall",female, linkedin,m.tech,15.0,20.0,166666.6666666667,2011-02-14,it,m,own house,"Julian, Mr. Henry Forbes",1979-06-14,aggressive
333.0,"Naughton, Miss. Hannah",female, twitter.com,be,20.0,19.0,158333.3333333333,2011-02-15,it,um,official,"Brown, Mrs. John Murray (Caroline Lane Lamson)",1979-06-15,good
283.0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female, facebook.com,me,11.0,18.0,150000.0,2011-02-16,marketing,um,rented,"Lockyer, Mr. Edward",1979-06-16,bad
339.0,"Henriksson, Miss. Jenny Lovisa",female, instagram,iit delhi,2.0,12.0,100000.0,2011-02-17,accounts,m,own house,"O'Keefe, Mr. Patrick",1979-06-17,normal
307.0,"Spector, Mr. Woolf",male, facebook,iit mumbai,7.0,11.0,91666.66666666666,2011-02-18,hr,um,official,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",1979-06-18,funny
463.0,"Oliva y Ocana, Dona. Fermina",female,twitter,iit roorkee,21.0,6.0,50000.0,2011-02-19,head,um,rented,"Sage, Master. William Henry",1979-06-19,aggressive
222.0,"Saether, Mr. Simon Sivertsen",male, linkedin,mca,2.0,18.0,150000.0,2011-02-20,worker,um,own house,"Mallet, Mrs. Albert (Antoinette Magnin)",1979-06-20,good
117.0,"Ware, Mr. Frederick",male, twitter.com hello I love to use twitter and facebook this is my passion,mba,8.0,13.0,108333.33333333331,2011-02-21,worker,d,official,"Ware, Mrs. John James (Florence Louise Long)",1979-06-21,bad
63.0,"Peter, Master. Michael J",male, twitter.com,bca,4.0,17.0,141666.6666666667,2011-02-22,senior level,m,rented,"Strilic, Mr. Ivan",1979-06-22,normal
302.0,"Clarke, Mr. Charles Valentine",male, facebook.com,b.tech,12.0,12.0,100000.0,2011-02-23,it,um,own house,"Harder, Mrs. George Achilles (Dorothy Annan)",1979-06-23,funny
410.0,"Enander, Mr. Ingvar",male, instagram,bba,5.0,21.0,175000.0,2011-02-24,marketing,m,official,"Sage, Mrs. John (Annie Bullen)",1979-06-24,aggressive
433.0,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female, facebook,ba,8.0,25.0,208333.33333333328,2011-02-25,it,m,rented,"Caram, Mr. Joseph",1979-06-25,good
5.0,"Dulles, Mr. William Crothers",male,twitter,ma,20.0,3.0,25000.0,2011-02-26,it,um,own house,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",1979-06-26,bad
169.0,"Thomas, Mr. Tannous",male, linkedin,phd,11.0,6.0,50000.0,2011-02-27,marketing,um,official,"Gibson, Mrs. Leonard (Pauline C Boeson)",1979-06-27,normal
133.0,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",female, twitter.com,10th,13.0,12.0,100000.0,2011-02-28,accounts,m,rented,"Pallas y Castello, Mr. Emilio",1979-06-28,funny
436.0,"Cor, Mr. Ivan",male, facebook.com,12th,15.0,22.0,183333.33333333328,2011-03-01,hr,um,own house,"Giles, Mr. Edgar",1979-06-29,aggressive
81.0,"Maguire, Mr. John Edward",male, instagram,uneducated,17.0,22.0,183333.33333333328,2011-03-02,head,um,official,"Wilson, Miss. Helen Alice",1979-06-30,good
359.0,"de Brito, Mr. Jose Joaquim",male, facebook,m.tech,23.0,24.0,200000.0,2011-03-03,worker,um,rented,"Ismay, Mr. Joseph Bruce",1979-07-01,bad
119.0,"Elias, Mr. Joseph",male,twitter,be,0.0,6.0,50000.0,2011-03-04,worker,d,own house,"Harbeck, Mr. William H",1979-07-02,normal
327.0,"Denbury, Mr. Herbert",male, linkedin,me,23.0,3.0,25000.0,2011-03-05,senior level,m,official,"Dodge, Mrs. Washington (Ruth Vidaver)",1979-07-03,funny
333.0,"Betros, Master. Seman",male, twitter.com,iit delhi,5.0,17.0,141666.6666666667,2011-03-06,it,um,rented,"Bowen, Miss. Grace Scott",1979-07-04,aggressive
441.0,"Fillbrook, Mr. Joseph Charles",male, facebook.com,iit mumbai,23.0,3.0,25000.0,2011-03-07,marketing,m,rented,"Kink, Miss. Maria",1979-07-05,good
38.0,"Lundstrom, Mr. Thure Edvin",male, instagram,iit roorkee,4.0,4.0,33333.33333333333,2011-03-08,it,um,own house,"Cotterill, Mr. Henry Harry""""",1979-07-06,bad
275.0,"Sage, Mr. John George",male, facebook,uneducated,2.0,5.0,41666.66666666667,2011-03-09,it,um,official,"Hipkins, Mr. William Edward",1979-07-07,normal
173.0,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,twitter,m.tech,23.0,6.0,50000.0,2011-03-10,marketing,m,rented,"Asplund, Master. Carl Edgar",1979-07-08,funny
489.0,"van Billiard, Master. James William",male, linkedin,be,25.0,9.0,75000.0,2011-03-11,accounts,um,own house,"O'Connor, Mr. Patrick",1979-07-09,aggressive
193.0,"Abelseth, Miss. Karen Marie",female, twitter.com hello I love to use twitter and facebook this is my passion,me,5.0,4.0,33333.33333333333,2011-03-12,hr,um,official,"Foley, Mr. Joseph",1979-07-10,good
243.0,"Botsford, Mr. William Hull",male, twitter.com,iit delhi,14.0,8.0,66666.66666666666,2011-03-13,head,um,rented,"Risien, Mrs. Samuel (Emma)",1979-07-11,bad
303.0,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female, facebook.com,iit mumbai,17.0,12.0,100000.0,2011-03-14,worker,d,own house,"McNamee, Mrs. Neal (Eileen O'Leary)",1979-07-12,normal
3.0,"Giles, Mr. Ralph",male, instagram,iit roorkee,3.0,10.0,83333.33333333334,2011-03-15,worker,m,official,"Wheeler, Mr. Edwin Frederick""""",1979-07-13,funny
424.0,"Walcroft, Miss. Nellie",female, facebook,mca,2.0,6.0,50000.0,2011-03-16,senior level,um,rented,"Herman, Miss. Kate",1979-07-14,aggressive
184.0,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,twitter,mba,11.0,8.0,66666.66666666666,2011-03-17,it,um,own house,"Aronsson, Mr. Ernst Axel Algot",1979-07-15,good
282.0,"Stokes, Mr. Philip Joseph",male, linkedin,bca,8.0,25.0,208333.33333333328,2011-03-18,marketing,m,official,"Ashby, Mr. John",1979-07-16,bad
335.0,"Dibden, Mr. William",male, twitter.com,b.tech,7.0,6.0,50000.0,2011-03-19,it,um,rented,"Canavan, Mr. Patrick",1979-07-17,normal
339.0,"Herman, Mr. Samuel",male, facebook.com,bba,11.0,15.0,125000.0,2011-03-20,it,um,own house,"Palsson, Master. Paul Folke",1979-07-18,funny
269.0,"Dean, Miss. Elizabeth Gladys Millvina""""",female, instagram,ba,19.0,24.0,200000.0,2011-03-21,marketing,um,official,"Payne, Mr. Vivian Ponsonby",1979-07-19,aggressive
118.0,"Julian, Mr. Henry Forbes",male, facebook,ma,21.0,25.0,208333.33333333328,2011-03-22,accounts,d,rented,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",1979-07-20,good
216.0,"Brown, Mrs. John Murray (Caroline Lane Lamson)",female,twitter,phd,20.0,25.0,208333.33333333328,2011-03-23,hr,m,own house,"Abbott, Master. Eugene Joseph",1979-07-21,bad
197.0,"Lockyer, Mr. Edward",male, linkedin,10th,13.0,4.0,33333.33333333333,2011-03-24,head,um,official,"Gilbert, Mr. William",1979-07-22,normal
310.0,"O'Keefe, Mr. Patrick",male, twitter.com,12th,3.0,22.0,183333.33333333328,2011-03-25,worker,m,rented,"Kink-Heilmann, Mr. Anton",1979-07-23,funny
100.0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female, facebook.com,uneducated,9.0,4.0,33333.33333333333,2011-03-26,worker,um,own house,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",1979-07-24,aggressive
366.0,"Sage, Master. William Henry",male, instagram,m.tech,12.0,21.0,175000.0,2011-03-27,senior level,um,official,"Colbert, Mr. Patrick",1979-07-25,good
479.0,"Mallet, Mrs. Albert (Antoinette Magnin)",female, facebook,be,5.0,23.0,191666.66666666672,2011-03-28,it,m,rented,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",1979-07-26,bad
400.0,"Ware, Mrs. John James (Florence Louise Long)",female,twitter,me,23.0,18.0,150000.0,2011-03-29,marketing,m,own house,"Larsson-Rondberg, Mr. Edvard A",1979-07-27,normal
233.0,"Strilic, Mr. Ivan",male, linkedin,iit delhi,18.0,15.0,125000.0,2011-03-30,it,um,official,"Conlon, Mr. Thomas Henry",1979-07-28,funny
89.0,"Harder, Mrs. George Achilles (Dorothy Annan)",female, twitter.com hello I love to use twitter and facebook this is my passion,iit mumbai,3.0,5.0,41666.66666666667,2011-03-31,it,um,rented,"Bonnell, Miss. Caroline",1979-07-29,aggressive
499.0,"Sage, Mrs. John (Annie Bullen)",female, twitter.com,iit roorkee,20.0,10.0,83333.33333333334,2011-04-01,marketing,m,own house,"Gale, Mr. Harry",1979-07-30,good
405.0,"Caram, Mr. Joseph",male, facebook.com,uneducated,12.0,17.0,141666.6666666667,2011-04-02,accounts,um,official,"Gibson, Miss. Dorothy Winifred",1979-07-31,bad
124.0,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",female, instagram,m.tech,11.0,24.0,200000.0,2011-04-03,hr,um,rented,"Carrau, Mr. Jose Pedro",1979-08-01,normal
256.0,"Gibson, Mrs. Leonard (Pauline C Boeson)",female, facebook,be,12.0,15.0,125000.0,2011-04-04,head,um,own house,"Frauenthal, Mr. Isaac Gerald",1979-08-02,funny
226.0,"Pallas y Castello, Mr. Emilio",male,twitter,me,6.0,13.0,108333.33333333331,2011-04-05,worker,d,official,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1979-08-03,aggressive
406.0,"Giles, Mr. Edgar",male, linkedin,iit delhi,24.0,16.0,133333.3333333333,2011-04-06,worker,m,rented,"Ware, Mr. William Jeffery",1979-08-04,good
394.0,"Wilson, Miss. Helen Alice",female, twitter.com,iit mumbai,8.0,14.0,116666.66666666669,2011-04-07,senior level,um,own house,"Widener, Mr. George Dunton",1979-08-05,bad
384.0,"Ismay, Mr. Joseph Bruce",male, facebook.com,iit roorkee,19.0,18.0,150000.0,2011-04-08,it,m,official,"Riordan, Miss. Johanna Hannah""""",1979-08-06,normal
114.0,"Harbeck, Mr. William H",male, instagram,mca,8.0,6.0,50000.0,2011-04-09,marketing,um,rented,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1979-08-07,funny
494.0,"Dodge, Mrs. Washington (Ruth Vidaver)",female, facebook,mba,21.0,2.0,16666.666666666664,2011-04-10,it,um,own house,"Palsson, Master. Paul Folke",1979-08-08,aggressive
387.0,"Bowen, Miss. Grace Scott",female,twitter,bca,16.0,16.0,133333.3333333333,2011-04-11,it,m,official,"Payne, Mr. Vivian Ponsonby",1979-08-09,good
205.0,"Kink, Miss. Maria",female, linkedin,b.tech,13.0,20.0,166666.6666666667,2011-04-12,marketing,um,rented,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",1979-08-10,bad
107.0,"Cotterill, Mr. Henry Harry""""",male, twitter.com,bba,5.0,17.0,141666.6666666667,2011-04-13,accounts,um,own house,"Abbott, Master. Eugene Joseph",1979-08-11,normal
113.0,"Hipkins, Mr. William Edward",male, facebook.com,ba,18.0,12.0,100000.0,2011-04-14,hr,um,official,"Gilbert, Mr. William",1979-08-12,funny
351.0,"Asplund, Master. Carl Edgar",male, instagram,ma,18.0,16.0,133333.3333333333,2011-04-15,head,d,rented,"Kink-Heilmann, Mr. Anton",1979-08-13,aggressive
474.0,"O'Connor, Mr. Patrick",male, facebook,phd,23.0,18.0,150000.0,2011-04-16,worker,m,own house,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",1979-08-14,good
354.0,"Foley, Mr. Joseph",male,twitter,10th,5.0,20.0,166666.6666666667,2011-04-17,worker,um,official,"Colbert, Mr. Patrick",1979-08-15,bad
179.0,"Risien, Mrs. Samuel (Emma)",female, linkedin,12th,0.0,2.0,16666.666666666664,2011-04-18,senior level,m,rented,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",1979-08-16,normal
